Customer Action ID,Customer Action Name,Action Description,Azure Policy Details,Additional Details,Action Type
CMA_0126,Define requirements for supplying goods and services,"Microsoft recommends that your organization define and document the practices and guidelines for selling or supplying goods or services to consumers, whether individuals or other organizations. It is recommended that your organization obtain approval from authorities and apply only approved and legal practices when supplying goods or services. We also recommend ensuring that your organization prohibit the infringement of consumers' health, safety, personal freedom, or integrity and determine sanctions for personnel who cause any of these infringements. It is recommended to prohibit applying conditions upon consumers due to reasons of gender, nationality, ethnicity, sexual orientation or religious preference, or any other peculiarity.  
Your organization is recommended to detail what business practices should be followed to ensure the above and consider relevant laws and regulations when doing so. These practices may include:  
-	Providing instructions on how to use the product safely and effectively  
-	Keeping record of and informing consumers in a clear and precise way about prices, fees, warranty and refund policies, warning policies, amounts, qualities, measurements, interests, charges, terms and conditions, time periods, dates, modalities, reservations, provisions to refuse end-user agreements, conditions for granting or refusing services to minors, and other conditions of offered services or goods  
-	Maintaining evidence to show non-existence of negligence for the damage caused to consumers  
-	Providing consumers with accurate and complete information about the organization along with contact information to modify or cancel service, raise requests, claims, or re-reimbursements  
-	Using only truthful, clear, and verifiable texts, dialogues, sounds, images, trademarks, designations of origin, and other descriptions in promotions, offers, advertisement of goods and products or rendering services  
-	Avoiding deceptive or unfair means of consumer promotions, offers, schemes, advertisement of goods and products or rendering services  
-	Safely delivering goods or rendering services and charging fees according to the terms and conditions, agreements, consent, or contract, and allowing consumers to reject the good or service if these conditions are not met  
-	Preventing the supply of defective and/or damaged goods upon notice and publicly announcing any recalls  
-	Refunding amounts to consumers as per applicable law and policy  
-	Automatically providing a receipt for any payment submitted to the Licensee, in appropriate electronic format to an address specified by the consumer  
-	Providing a notification message to confirm the activation/deactivation/migration of a service and/or feature  
-	Providing notices and appropriate warnings to the consumer in advance of non-payment service interruption or disconnection, including actions required to avoid the disconnection and resulting implications and consequences of not doing so  
-	Providing information to the consumer relating to conditions to exit/cancel a service without penalty  
-	Repairing interrupted or impaired services and restore service as quickly as possible  
  
Your organization may consider accepting suggestions from consumers while formulating policies on price, quality of product or service, service style, and trading methods. It is also recommended to consider providing maintenance assistance, such as security maintenance, of the products or services as per the agreement with the customer.  
  
The South Africa Consumer Protection ACT 68 2008 states the following additional requirements for organizations:  
-	Determining franchise requirements  
-	Determining conditions for offering or accepting vouchers or gift cards  
-	Allowing consumers to dispose or deposit goods or packaging of any goods to a collection facility  
-	Displaying a notice on the packaging of goods if there are any genetically modified ingredients or components  
-	Displaying a notice stating that the goods have been reconditioned, rebuilt or remade, if such is the case or if there is a trademark of the original producer or supplier  
  
A South Carolina Act requires your organization to adhere to the guidelines specified on issuance and sale of gift certificates. The Act requires the organization or any individual not to offer practice or provide services as certified industrial hygiene and safety professionals unless the individual is certified by the American Board of Industrial Hygiene.  
  
The Dubai Consumer Protection Regulations recommend and/or require licensees to:  
-	Act transparently in all dealings with Consumers regarding the service offered and/or provided by Licensees to Consumers  
-	Promote awareness and generally assist their Subscribers to get the best from the telecommunications services and products being provided  
-	Publish their fair use policies and take all reasonable steps to make them available to Consumers upon request  
-	Perform tests, using a statistically meaningful sample of customer lines, to measure the upload and download speeds achieved during the busy hour  
-	Make available a means by which Subscribers can, in real-time (or as near to real-time as is reasonably practicable), and free of charge to the Subscriber, easily monitor service consumption",,,Documentation
CMA_0127,Define the duties of processors,"Microsoft recommends that your organization define and document the following duties of processors in written and electronic agreements:  
- To process the collection, use and disclosure of the personal data only on instructions from the controller, unless such instruction is inconsistent with law or provisions relating to personal data protection  
- To provide appropriate security measures to prevent loss, access, use, modification, correction, or disclosure of personal data in an unauthorized or unlawful manner  
- To report data breaches  
- To make and store a record of processing activities  
- To assist data controller for any required action, such as responding to a data subject request  
- To delete information provided by the controller once the agreement with the controller ends  
- To handle and address complaints from authorized individuals or legal authorities, at the controller's direction, and notify the controller through writing or orally  
- To keep proof of the authorization for the processing  
- To demonstrate the privacy management programs, if requested  
- To not engage other processors without written authorization from the controller  
- Impose the same data protection obligations as set out in contracts or legal acts if engaging another processor for carrying out specific processing activities approved by the controller  
- To remove information from information systems if knowledge is accidentally gained on facts or circumstances from an electronic record that could lead to civil or criminal liabilities  
- To adhere to an approved code of conduct or certification mechanism to demonstrate compliance with organizational requirements  
- To comply with relevant laws of the country in cases where the data processor is not domiciled in the country where the data is processed  
- To update the information provided to the controller, according to a defined time period.  
  
If a processor infringes on the collection, use, or disclosure of personal data, the processor may be considered to be a controller in respect of the collection, use, or disclosure of such personal data. The controller is also recommended to require the processor to remediate any infringements and to discontinue business with the processor after an infringement, if necessary.  
  
Processors can initiate legal proceedings against controllers if data required to enforce data subject rights is not received from the controller.",,,Documentation
CMA_0130,Designate more than one global admin,"Microsoft recommends that your organization govern global administrative roles. Consider configuring more than one but fewer than five global administrators to avoid reliance on a single person and facilitate detection of potential privileges misuse.  
  
Learn more:  
https://docs.microsoft.com/en-us/azure/active-directory/roles/best-practices#5-limit-the-number-of-global-administrators-to-less-than-5",,,Technical
CMA_0137,Determine auditable events,"Microsoft recommends that your organization determine the auditable events and the frequency of such audits. Your organization should define and document which available audit records are to be tracked by your organization. Your organization should consider creating and maintaining Audit and Accountability policies and standard operating procedures that detail your organization's definition of auditable events and determine that the information system is capable of auditing the defined events. Your organization may also take into account the risk to the business process or function when defining the requirements for monitoring. Your organization is recommended to establish coordination between the security audit function and other organizational entities that require audit-related information, in order to enhance mutual support and help guide the selection of auditable event types. Your organization may ensure logs are being generated by organizationally defined systems and identify any gaps in log reporting from the systems. Various standards and regulations require organizations to document the business justification for why auditable event types are deemed to be adequate to support after-the-fact investigation of security and privacy related incidents. It is recommended that your organization review and updates the list of auditable events.",,,Documentation
CMA_0140,Determine supplier contract obligations,"Microsoft recommends that your organization or intended supplier establish a process for demonstrating your organization's or supplier's current level of compliance with the relevant cyber security controls related to a contract of interest. This will enable your organization to meet regulatory and business requirements of determining the level of risk associated with your organization and the contract that is to be bided on. It is recommended to regularly review the risk level and make appropriate contract adjustments or implement mitigating actions as needed and as permitted. It is also recommended to obtain any necessary documentation related to the products or services obtained from the supplier.  
  
The UK Cyber Security for Defense Suppliers Standard requires organizations to complete a Supplier Assurance Questionnaire to determine their risk profiles. It is recommended that only authorized individuals undertake and complete the supplier assurance questionnaire (SAQ) and maintain accountability. In the case of accredited networks, the Standard still requires a SAQ to be completed but also requires that your organization or supplier include and submit the accreditation details in a Cyber Implementation Plan (CIP). The CIP of a lower tier supplier may be accepted by your organization if your organization determines that the risk is being appropriately mitigated. It is recommended that your organization notify the next higher tier buyer and the Ministry of Defense of these decisions.",,,Operational
CMA_0141,Develop a concept of operations (CONOPS),"Microsoft recommends that your organization develop a Concept of Operations (CONOPS) that explains, from an information security and privacy perspective, how your organization's systems will be operated. It is recommended to conduct frequent reviews of the CONOPS and update it accordingly. The CONOPS can be incorporated into existing plans, such as security or privacy plans, or into documentation related to the system development lifecycle. Updates to the CONOPS are recommended to be in line with updates made to these documents or plans, security or privacy architectures, and systems engineering documents.",,,Documentation
CMA_0143,Develop acceptable use policies and procedures,"Microsoft recommends that your organization develop, document, maintain, and distribute policies and procedures around the proper usage of critical technologies (i.e., laptops, tablets, removable electronic media, email usage and Internet usage). Your organization should consider including the following topics in acceptable use policies and procedures:  
-	Processes for explicit approval from authorized parties to use the technologies  
-	Processes for approval from clients for when certain tools can and cannot be used  
-	Authentication processes for use of the technology  
-	A list of all such devices and personnel with access  
-	A method to determine owner, contact information, and purpose accurately and readily  
-	Acceptable uses of the technology and network locations for the technologies  
-	A list of company-approved products  
-	Processes for the automatic disconnect of sessions for remote-access technologies after a specific period of inactivity  
-	Processes for the activation of remote-access technologies for vendors and business partners only when needed by vendors and business partners, with immediate deactivation after use  
-	Explicit restrictions on the use of social media/networking sites and posting sensitive/personal information on public websites  
-	Accepted methods of handling, sharing, and storing IDs and passwords that are memorized secret credentials  
-	Limitations/prohibition of public Web-based email services, for processing, receiving or sending emails or attachments for official business  
  
Microsoft recommends that your organization use enterprise versions of online or web-based services for tracking content, managing inventory, or for workflow management.  
  
The Payment Card Industry Data Security Standard (PCI DSS) requires organizations to ensure that the acceptable use policies and procedures include processes around prohibiting the copy, movement, and storage of cardholder data onto local hard drives and removable electronic media, unless explicitly authorized for a defined business need.  
The Cybersecurity Framework for Kuwaiti Banking Sector requires to document, approve, implement, and periodically review the email usage guidelines to:  
-	Use email/email system  
-	Grant email access  
-	Implement safe practices for sending/receiving emails  
-	Email links, attachment, and spam handling  
-	Implement protection, detection, and monitoring controls  
-	Email retention in accordance policy and procedures  
  
The New Zealand - Public Records Act prohibits to damage a public record willfully or negligently or dispose of or destroy a public record otherwise than in accordance with the provisions of the Act.",,,Documentation
CMA_0145,Develop an incident response plan,"Microsoft recommends that your organization develop an incident response plan that describes the structure and organization of the incident response capability. It is recommended that your organization distribute copies of the incident response plan to relevant incident response personnel and organizational elements. Your incident response plan should:  
- Provide a high-level approach for how the incident response capability fits into your overall organization  
- Provide a roadmap to implement the incident response capability  
- Define the reportable incidents  
- Specify the metrics for measuring the incident response capability, and meet the unique requirements of the organization, relating to your mission, size, structure, and functions.   
  
 We recommend that your organization document and classify incidents into different categories for tracking purposes, such as false positive, security incident, potential security breach, and incident with privacy impact. It is also recommended to create incident definitions to determine incident severity and level of harm. Microsoft recommends that your policies provide guidance for addressing each category of incidents defined by your organization as well as a high-level description of the structure and organization of the incident response capabilities.  
  
It is suggested that your organization review, test, and approve the Security Response procedures and the Incident Response Plan at least every 12 months. Your organization should update the incident response plan to address system/organizational changes or problems encountered during plan implementation, execution, or testing. Your organization should communicate any incident response plan changes to relevant incident response personnel and organizational elements.   
  
Your organization is also recommended to establish and implement a process for employees, contractors, and third-party users to report any security incidents through appropriate communication channels. It is recommended to provide support to these users who report incidents and to share the information with relevant roles and/or organizations according to applicable regulations.  
  
It is recommended that your organization track and handle the incidents related to unsuccessful backups and backup recovery. It is also recommended that your organization consider purchasing a cyber security insurance policy which includes coverage for incident response and recovery activities or provide a rationale for not purchasing one.  
  
Microsoft recommends that roles and responsibilities of staff involved in the incident management process are clearly documented in the procedures, including recording, analyzing, remediating and monitoring of problem and incidents. Your organization may also document escalation and resolution protocols and timelines. It is suggested that your organization notify the authorities of incidents and such notifications be tracked and reported in accordance with the service-level agreement (SLA). It is recommended that your organization employ automated-mechanism for efficient incident reporting and handling, and to increase the availability of incident response-related information and support. It is advised to include the following information when recording and tracking incidents:  
- Severity  
- Client information  
- Description of incident/problem  
- Date and time of incident/problem  
- Incident type  
- Applications, systems and/or network components impacted  
- Impact on customers  
- Escalation and approvals  
- Actions taken to resolve the incident or problem, including date and time action was taken  
- Post-mortem on incidents that includes root-cause analysis.  
  
The Motion Picture Association (MPA) Content Security Best Practices recommend organizations with 50 or more employees to provide anonymous reporting (e.g. internal, anonymous telephone number, email address, and / or website) to internal and third party personnel for reporting of content protection and piracy concerns (and to also provide it during security awareness training).  
  
NIST 800-184: Guide for Cybersecurity Event Recovery act requires that the organization should have Cyber Incident Response Plan (CIRP) integrated into its enterprise-wide Business Continuity Plan (BCP).",,,Documentation
CMA_0146,Develop and document a business continuity and disaster recovery plan,"Microsoft recommends that your organization develop, document, maintain, and distribute a Business Continuity Plan to provide guidance and information regarding responding to disruption and assisting in recovery. It is recommended that the plan include the purpose, scope, objectives, roles and responsibilities with contact information, resource availability, supply chains, and essential missions and business functions. It is also recommended to include recovery time and point objectives, response process flows, exclusions, notification/warning and communication procedures, and plan activation procedures during a disruption to the business. Based on various regulatory requirements, your organization is recommended to have or do the following:  
- A response structure that identifies teams responsible for disruption response, impact assessment, response initiation according to pre-defined thresholds, and priorities establishment  
- Coordinate with external service providers to ensure consistency of contingency plan requirements  
- A warning and communication procedure to communicate with relevant internal and external parties, facilitate structured communication with emergency responders, provide details of the organization's media response and communication strategy, and record details of disruption, actions taken, and decisions made  
- Implement the capability to activate alternative communications protocols to support the continuity of operations  
- Plan and prepare for circumstances that preclude returning to the primary processing site  
- Implement and activate business continuity solutions at the time of the disruption to continue and recover prioritized activities, such as entering a safe mode of operation  
- Conduct periodic reviews and approvals of the Business Continuity and Disaster Recovery Plans  
- Update the Business Continuity and Disaster Recovery Plans to address changes to the organization, information system, or environment of operation and problems encountered during execution or testing  
- Communicate changes in the Business Continuity and Disaster Recovery Plans to key contingency personnel and relevant interested parties  
- Protect Business Continuity and Disaster Recovery Plans from unauthorized disclosure and modification  
- Create and distribute Disaster Recovery Plan defining the procedures to restore hardware, applications, and data in time to meet the needs of the business recovery determined by the business impact assessment  
- Review and approve the Business Continuity and Disaster Recovery Plan by organization-defined personnel or roles  
  
It is recommended that your organization resume all missions and business functions within the time period defined in service provider and organization Service Level Agreement (SLA) of Business Continuity Plan / contingency plan activation.  
  
It is recommended that your organization replicate the successfully implemented changes to disaster recovery systems or applications for uniformity. The Reserve Bank of India Cyber Security framework states that the Business Continuity and Disaster Recovery Plan should consider and address cyber risks.  
  
NIST 800-184: Guide for Cybersecurity Event Recovery act requires that the organizations integrate their Cyber Incident Response Plan (CIRP) into its enterprise-wide Business Continuity Plan (BCP).  
   
The New Zealand Information Security Manual (NZISM) requires Agencies to document procedures relating to securing classified information and systems when required to evacuate a facility in the event of an emergency.",,,Documentation
CMA_0148,Develop and document application security requirements,"Microsoft recommends that your organization develop and document explicit application security requirements. A security requirement is a statement of needed security functionality that ensures one of many different security properties of software is being satisfied. Security requirements can be derived from industry standards, applicable laws, and a history of past vulnerabilities. Security requirements define new features or additions to existing features to solve a specific security problem or eliminate a potential vulnerability. It is also recommended your organizations understand the appropriate OWASP Application Security Verification Standard (ASVS) level for each of its websites.",,,Documentation
CMA_0151,Develop and establish a system security plan,"Microsoft recommends that your organization develop a security plan for the information system that:  
- Is consistent with the organization's enterprise architecture  
- Defines explicitly the authorization boundary for the system  
- Describes the operational context of the information system in terms of missions and business processes  
- Provides the security categorization of the information system including supporting rationale  
- Describes the operational environment for the information system and relationships with or connections to other information systems  
- Provides an overview of the security requirements for the system  
- Identifies any relevant overlays, if applicable  
- Describes the security controls in place or planned for meeting those requirements including a rationale for the tailoring decisions and  
- Is reviewed and approved by the authorizing official or designated representative prior to plan implementation.  
  
Microsoft recommends that your organization should:  
- Distribute copies of the security plan and communicates subsequent changes to the plan to organization-defined personnel or role  
- Review the security plan for the information system at organization-defined frequency  
- Update the plan to address changes to the information system/environment of operation or problems identified during plan implementation or security control assessments and  
- Protect the security plan from unauthorized disclosure and modification.  
  
It is recommended that your organization plan and coordinate security-related activities affecting the information system with organization-defined individuals or groups before conducting such activities in order to reduce the impact on other organizational entities. Security-related activities include, for example, security assessments, audits, hardware and software maintenance, patch management, and contingency plan testing. Advance planning and coordination includes emergency and nonemergency (i.e. Planned or nonurgent unplanned) situations. The process defined by organizations to plan and coordinate security-related activities can be included in security plans for information systems or other documents, as appropriate.",,,Operational
CMA_0152,Develop and maintain a vulnerability management standard,"Microsoft recommends that your organization establish and document formal processes and procedures for identifying, documenting, tracking, assessing, and remediating vulnerabilities to mitigate risks of external and internal threats. It is recommended to review the documented procedure at an established frequency or whenever there are changes. Vulnerabilities may be identified through various activities, including, but not limited to, internal and external vulnerability scans, penetration tests, and as required from external industry and security forums. It is advised that your organization share the effectiveness of the vulnerability management process to the Board and Senior Management on a periodic basis. It is also recommended that your organization determine and document the triggers to perform vulnerability assessments. These triggers may be scenarios such as introducing a new asset or application, replacing an asset or application, or prior to releasing a new application.",,,Operational
CMA_0153,Develop and maintain baseline configurations,"Microsoft recommends that your organization document and implement processes for managing and protecting the configuration lifecycle of enterprise systems. It is also recommended that your organization establish baselines to consistently apply configurations for security, as well as implement processes and mechanisms for controlling creation of and changes to configuration baselines produced including the periodic review of changes. Any changes to the baselines are recommended to be appropriately tested, impact determined by analysis, and then incorporated into the standard.  Your organization should consider different environments (e.g., test, production, and staging) that are applicable and their parameters. It is recommended that your organization test security configurations in a test environment before implementation as it can help to understand and examine the functional impact on applications.   
  
Microsoft recommends that your organization review and update the baseline configuration of the information system when required due to organization-defined circumstances or at the organization-defined frequency. Microsoft also recommends that your organization review and update the baseline configuration as an integral part of information system component installations and upgrades. Your organization should consider retaining previous versions of baseline configurations to support rollback. It is recommended that your organization employ automated mechanisms to maintain an up-to-date, complete, accurate, and readily available baseline configuration of the information system.  
  
It is recommended that your organization document any deviations from the baseline configurations. The approved deviations are preferred to be added on a periodic basis into the baseline configuration standard.  
  
Your organization is encouraged to document the procedures for securing configurations during development and deployment of systems which may include following:  
- Defining parameters which describe behavior of automated functions (e.g., disabling and enabling functions, automatic updates, defining network protocols and network interface, access and authentications controls etc.)  
- Remediating flaws for identified vulnerabilities  
- Establishing and document location where the secure configuration components physically and logically resides  
- Establishing use of approved and signed software  
- Implementing safeguards to prevent against attack  
- Applying network protections  
- Maintaining and updating technical specification and design documentation.  
  
Microsoft recommends that your organization issue information systems, system components, or devices with organization-defined configurations to individuals traveling to locations that the organization deems to be of significant risk. Your organization can also apply security safeguards to the devices when the individuals return.",,,Operational
CMA_0154,Develop audit and accountability policies and procedures,"Microsoft recommends that your organization develop, document, maintain, and distribute Audit and Accountability policies that addresses the purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance. We recommend that your organization establish a dedicated internal technology audit function with specialized and relevant technology audit competencies. The internal audit functions may be enlisted to provide advice on compliance with and adequacy of control processes during the planning and development phases of new major products, systems or technology operations. It is recommended that your organization designate a board audit committee responsible for ensuring the effectiveness of the internal technology audit function. It is recommended that your organization document evaluation procedures/guidelines to enable the internal audit team to evaluate the adequacy and efficiency of the controls implemented. Such procedures may include control deficiency, scoring methodology, quantification approach of impact, etc.  
  
It is recommended that your organization's internal audit procedure be established, implemented and maintained to ensure:  
- Compliance with various standard's requirements and any legal, regulatory or contractual obligations  
- Internal audits are scheduled and performed at least once per year, no later than six months following the external audit  
- Where practicable, persons carrying out the audit are independent of those responsible for the activity  
- Results of the audits are recorded, published, and reported to relevant stakeholders to allow those responsible to make corrective or preventive actions  
- Coordination with the respective teams for relevant actions to close non-compliance and irregularities in controls.  
  
Microsoft recommends that your organization review and update the current audit and accountability policies and procedures as per the organization defined frequency.  
  
Taiwan- Implementation Rules of Internal Audit and Internal Control System of Financial Holding Companies and Banking Industries requires your organization to allow a chief auditor to designate internal auditors of a subsidiary company to conduct the internal audit task and to safeguard the appropriateness and effectiveness of the internal audit system in the organization or its subsidiary.  
  
Taiwan - Implementation Rules for the Internal Audit and Internal Control System of Electronic Payment Institutions requires your organization to get approval from the chief auditor prior to conducting actions such as employing, dismissing, promoting or reviewing, among other actions, any personnel in the internal audit unit.  
  
ARMA International TR 30-2017 requires organizations to perform audits to prove the information governance program is accomplishing its goals and identify areas for improvement to further protect the information assets. The auditing shall determine whether employees can demonstrate program awareness, retention period of the information is adhered to and policies are up to date.",,,Documentation
CMA_0155,Develop business classification schemes,"Microsoft recommends that your organization develop a business classification scheme pertinent to records based on the business operations in order to remain resilient to organizational changes. A business classification scheme can help standardize the way information is identified and managed, thereby making it easier to manage the information overall. A business classification scheme can support the  application of access and permission rules, execution of appropriate disposition rules, migration of records to a new environment, and effective search and retrieval of records. Your organization may use a hierarchical based scheme that shows the relationships among the groupings and collections or taxonomy based scheme where key terms or phrases used to describe the information are leveraged.   
  
Guidelines and Functional Requirements for Electronic Records Management Systems require electronic records management system established by an organization to support a classification scheme that can represent aggregations organized in a hierarchy with a minimum of three levels and allow the naming conventions to be defined at the time of system configuration and support definition of different record types associated with a specified set of metadata and the allocation of unique identifiers to records within the classification structure. The record system is also required to support metadata for levels within the classification scheme, provide at least two naming mechanisms in the classification scheme (mechanism for allocating a structured alpha, numeric or alphanumeric reference code to each classification level and a mechanism to allocate a textual title for each electronic aggregation), allow only authorized users to create new classifications and record the date of opening of a new aggregation within its associated records management metadata. The system must allow security classifications and access-permission security categorization to be assigned to records.",,,Operational
CMA_0156,Develop contingency planning policies and procedures,"Microsoft recommends that your organization develop, document, maintain, and distribute Contingency Planning policies and standard operating procedures to govern your organization's contingency planning activities. We recommend that the Contingency Planning policies and standard operating procedures address purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance. It is recommended to store these policies and standard operating procedures in a central repository, distribute them to organizationally defined personnel or roles, and review them at least annually.",,,Documentation
CMA_0158,Develop information security policies and procedures,"Microsoft recommends that your organization develop, document, maintain, and distribute Information Security policies and standard operating procedures that address the responsibilities of internal personnel and external partners along with any requirements and obligations regarding information security. Your organization should consider creating and maintaining procedures to facilitate the implementation of your organization's information security policy. Information security policies establish the direction of the organization when aligned to best practices, regulatory, federal/state and international laws where applicable. We recommend that your information security policies be supported by a strategic Information Security Program (ISP). It is also recommended to establish procedures for implementing changes to the ISP, along with determining which personnel have the authority to implement these changes. Your organization is recommended to ensure that the policies and procedures align with those required by applicable laws and regulations. Additionally, it is recommended that your organization security policies and procedures are:  
- appropriately classified and protected  
- if their development is outsourced, your organization should review the documents for suitability, retain control over the content, and ensure that all policy requirements are met  
- reviewed in accordance to a consistent schedule (e.g., at least annually) and in response to environment, business, or system changes  
- approved by organization defined personnel (e.g., senior security officer)  
  
We also recommend that your organization establish standard operating procedures (SOPs) to secure organizational systems. This can allow your organization to have documented procedures in place to help ensure systems are protected and secured across the organization. This may include items specifically for system users, such as how to secure systems at the end of the day and when temporarily absent.  
  
The New Zealand Information Security Manual (NZISM) requires Agencies to create security policies and operating procedures for the following roles: security manager, system administrator, and system user.",,,Documentation
CMA_0159,Develop organization code of conduct policy,"Microsoft recommends that your organization develop, document, and distribute a code of conduct which clarifies your organization's mission, values, and principles, linking them with standards of professional conduct. A code of conduct policy articulates the values the organization wishes to foster in leaders and employees and defines desired behavior. It is recommended that the code of conduct policy includes rules that prohibit illegal activities such as supply, exchange, transmission , storage, or use of digital media for propagation of violence, war of aggression, sowing hatred among citizens, share secrets related to military / national security / economic / external relation, damage reputation of any organization, or promote goods and service banned by law, illegal activities in information application and development, obstruction of the operation of systems of national domain/name servers, and destruction of information in the network. Your organization may consider seeking legal approval or guidance when developing the code of conduct to ensure compliance with applicable regulations.  
The Computer Fraud and Abuse Act (CFAA) outlaws:  
-	Knowingly accessing a computer without authorization or exceeding authorized access and obtaining information that has been determined by the United States Government to require protection against unauthorized disclosure for reasons of national defense or foreign relations, or any restricted data, with the intent or reason to believe that such information so obtained is to be used to the injury of the United States  
-	Intentionally accessing a computer without authorization or exceeding authorized access and obtaining information contained in a financial record of a financial institution, or of a card issuer, or contained in a file of a consumer reporting agency on a consumer  
-	Intentionally, without authorization accessing any computer of a department or agency of the United States, accesses such a computer of that department or agency that is exclusively for the use of the Government of the United States or, in the case of a computer not exclusively for such use, is used by or for the Government of the United States and such conduct affects the use of the Government's operation of such computer  
-	Intentionally accessing a Federal interest computer without authorization, and by means of one or more instances of such conduct altering, damaging, or destroying information in any such Federal interest computer, or prevents authorized use of any such computer or information and  
-	Knowingly and with intent to defraud traffics in any password or similar information through which a computer may be accessed without authorization, if such trafficking affects interstate or foreign commerce, or such computer is used by or for the Government of the United States  
  
The Dubai Consumer Protection Regulations (Telecommunications Regulatory Authority) prohibit materials that induce, encourage, or validate any behavior that is inconsistent with the social, cultural, moral, or religious values which apply generally within the UAE. Material, which is generally not acceptable includes, but is not limited to, offensive language, violence, sex, nudity, sexual violence, humiliation, violation of human dignity, discriminatory treatment or language, derogatory treatment of religious subjects and values, with regard to the sensitivities of Islam, and the use of drugs, alcohol and tobacco; and comply with all applicable laws of the UAE.",,,Documentation
CMA_0161,Develop security safeguards,Microsoft recommends that your organization define and document security safeguards for personnel exposed to information not within assigned access authorizations. Your organization should consider creating and maintaining an overall security incident response plan which defines and outlines these security safeguards. Microsoft also recommends that your organization employ these security safeguards for personnel exposed to information not within assigned access authorizations.,,,Documentation
CMA_0165,Disable 'Always install with elevated privileges',"Microsoft recommends that your organization disable installations with elevated privileges. This configuration determines whether Windows Installer always elevates privileges when installing applications. Standard user accounts must not be granted elevated privileges. Enabling Windows Installer to elevate privileges when installing applications can allow malicious persons and applications to gain full control of a system.  
  
How to Use Microsoft Solutions to Implement:  
Your organization can set the following Group Policy:  
Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Installer\Always install with elevated privileges  
To the following value: Disabled  
  
Alternatively, your organization can set the following registry value:  
HKLM\SOFTWARE\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated  
To the following REG_DWORD value: 0",,,Technical
CMA_0167,Disable 'Anonymous enumeration of SAM accounts',AG: Remove N/A for Azure.,,,Technical
CMA_0169,Disable authenticators upon termination,"Microsoft recommends that your organization promptly revoke access, credentials and authenticators for terminated users upon termination. It is important that your organization create and maintain Personnel Security policies and standard operating procedures that cover credential and authenticator revocation processes for terminated users, including the required time to remove access from the termination of the user.  
  
https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/add-users-azure-active-directory",,,Operational
CMA_0170,Disable 'Autoplay' for all drives,"Microsoft recommends that your organization disable autoplay for all drives. Autoplay starts to read from a drive as soon as you insert media in the drive, which causes the setup file for programs or audio media to start immediately. An attacker could use this feature to launch a malicious program to damage a client computer or data on the computer.  
  
How to Use Microsoft Solutions to Implement:  
Starting with Windows XP SP2, AutoPlay is enabled for removable drives. Your organization can set the following Group Policy: Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Turn off Autoplay   
To the following value: Enabled\All drives    
  
Alternatively your organization can set the following registry value: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun To the following REG_DWORD value: 255  
  
Learn more:  
[How to disable the Autorun functionality in Windows](https://aka.ms/AAayuto)",,,Technical
