Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines,This policy audits Linux Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines,This policy audits Windows Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,[Preview]: Network traffic data collection agent should be installed on Linux virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,[Preview]: Network traffic data collection agent should be installed on Windows virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,App Service apps should have resource logs enabled,Audit enabling of resource logs on the app. This enables you to recreate activity trails for investigation purposes if a security incident occurs or your network is compromised.,"AuditIfNotExists, Disabled",2:00:01,91a78b24-f231-4a8a-8da9-02c35b2b6510)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Auditing on SQL server should be enabled,Auditing on your SQL Server should be enabled to track database activities across all databases on the server and save them in an audit log.,"AuditIfNotExists, Disabled",2:00:00,a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Auto provisioning of the Log Analytics agent should be enabled on your subscription,"To monitor for security vulnerabilities and threats, Azure Security Center collects data from your Azure virtual machines. Data is collected by the Log Analytics agent, formerly known as the Microsoft Monitoring Agent (MMA), which reads various security-related configurations and event logs from the machine and copies the data to your Log Analytics workspace for analysis. We recommend enabling auto provisioning to automatically deploy the agent to all supported Azure VMs and any new ones that are created.","AuditIfNotExists, Disabled",1:00:01,475aae12-b88a-4572-8b36-9b712b2b3a17)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for App Service should be enabled,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",1:00:03,2913021d-f2fd-4f3d-b958-22354e2bdbcb)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for Azure SQL Database servers should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for DNS should be enabled,Azure Defender for DNS provides an additional layer of protection for your cloud resources by continuously monitoring all DNS queries from your Azure resources. Azure Defender alerts you about suspicious activity at the DNS layer. Learn more about the capabilities of Azure Defender for DNS at https://aka.ms/defender-for-dns . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,bdc59948-5574-49b3-bb91-76b7c986428d)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for Key Vault should be enabled,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",1:00:03,0e6763cc-5078-4e64-889d-ff4d9a839047)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for Resource Manager should be enabled,Azure Defender for Resource Manager automatically monitors the resource management operations in your organization. Azure Defender detects threats and alerts you about suspicious activity. Learn more about the capabilities of Azure Defender for Resource Manager at https://aka.ms/defender-for-resource-manager . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,c3d20c29-b36d-48fe-808b-99a87530ad99)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for SQL servers on machines should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,6581d072-105e-4418-827f-bd446d56421b)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",2:00:01,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Azure Defender for Storage should be enabled,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",1:00:03,308fbb08-4ab8-4e67-9b29-592e93fb94fa)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Guest Configuration extension should be installed on your machines,"To ensure secure configurations of in-guest settings of your machine, install the Guest Configuration extension. In-guest settings that the extension monitors include the configuration of the operating system, application configuration or presence, and environment settings. Once installed, in-guest policies will be available such as 'Windows Exploit guard should be enabled'. Learn more at https://aka.ms/gcpol.","AuditIfNotExists, Disabled",1:00:02,ae89ebca-1c92-4898-ac2c-9f63decb045c)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,This policy audits any Windows/Linux virtual machines (VMs) if the Log Analytics agent is not installed which Security Center uses to monitor for security vulnerabilities and threats,"AuditIfNotExists, Disabled",1:00:00,a4fe33eb-e377-4efb-ab31-0784311bc499)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,Security Center collects data from your Azure virtual machines (VMs) to monitor for security vulnerabilities and threats.,"AuditIfNotExists, Disabled",1:00:00,a3a6ea0c-e018-4933-9ef0-5aaa1501449b)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Microsoft Defender for Containers should be enabled,"Microsoft Defender for Containers provides hardening, vulnerability assessment and run-time protections for your Azure, hybrid, and multi-cloud Kubernetes environments.","AuditIfNotExists, Disabled",1:00:00,1c988dd6-ade4-430f-a608-2a3e5b0a6d38)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Network Watcher should be enabled,"Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","AuditIfNotExists, Disabled",3:00:00,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Azure Data Lake Store should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,057ef27e-665e-4328-8ea3-04b3122bd9fb)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Azure Stream Analytics should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,f9be5368-9bf5-4b84-9e0a-7850da98bb46)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Batch accounts should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,428256e6-1fac-4f48-a757-df34c2b3336d)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Data Lake Analytics should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,c95c74d9-38fe-4f0d-af86-0c7d626a315c)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Event Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,83a214f7-d01a-484b-91a9-ed54470c9a6a)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in IoT Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",3:00:01,383856f8-de7f-44a2-81fc-e5135b5c2aa4)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Key Vault should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,cf820ca0-f99e-4f3e-84fb-66e913812d21)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Logic Apps should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,34f95f76-5386-4de7-b824-0d8478470c9d)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Search services should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,b4330a05-a843-4bc8-bf9a-cacce50c67f4)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Service Bus should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,f8d36e2f-389b-4ee4-898d-21aeb69a0f45)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Resource logs in Virtual Machine Scale Sets should be enabled,It is recommended to enable Logs so that activity trail can be recreated when investigations are required in the event of an incident or a compromise.,"AuditIfNotExists, Disabled",2:01:00,7c1b1214-f927-48bf-8882-84f0af6588b1)
Central Review and Analysis,NIST SP 800-53 Rev. 5 AU-6 (4),Shared,Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity,The Guest Configuration extension requires a system assigned managed identity. Azure virtual machines in the scope of this policy will be non-compliant when they have the Guest Configuration extension installed but do not have a system assigned managed identity. Learn more at https://aka.ms/gcpol,"AuditIfNotExists, Disabled",1:00:01,d26f7642-7545-4e18-9b75-8c9bbdee3a9a)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,---,---,---,---,
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.,"AuditIfNotExists, Disabled",6.0.0-preview,(https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc).
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines,This policy audits Linux Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines,This policy audits Windows Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,[Preview]: Network traffic data collection agent should be installed on Linux virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,[Preview]: Network traffic data collection agent should be installed on Windows virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,App Service apps should have resource logs enabled,Audit enabling of resource logs on the app. This enables you to recreate activity trails for investigation purposes if a security incident occurs or your network is compromised.,"AuditIfNotExists, Disabled",2:00:01,91a78b24-f231-4a8a-8da9-02c35b2b6510)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Auditing on SQL server should be enabled,Auditing on your SQL Server should be enabled to track database activities across all databases on the server and save them in an audit log.,"AuditIfNotExists, Disabled",2:00:00,a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Auto provisioning of the Log Analytics agent should be enabled on your subscription,"To monitor for security vulnerabilities and threats, Azure Security Center collects data from your Azure virtual machines. Data is collected by the Log Analytics agent, formerly known as the Microsoft Monitoring Agent (MMA), which reads various security-related configurations and event logs from the machine and copies the data to your Log Analytics workspace for analysis. We recommend enabling auto provisioning to automatically deploy the agent to all supported Azure VMs and any new ones that are created.","AuditIfNotExists, Disabled",1:00:01,475aae12-b88a-4572-8b36-9b712b2b3a17)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for App Service should be enabled,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",1:00:03,2913021d-f2fd-4f3d-b958-22354e2bdbcb)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for Azure SQL Database servers should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for DNS should be enabled,Azure Defender for DNS provides an additional layer of protection for your cloud resources by continuously monitoring all DNS queries from your Azure resources. Azure Defender alerts you about suspicious activity at the DNS layer. Learn more about the capabilities of Azure Defender for DNS at https://aka.ms/defender-for-dns . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,bdc59948-5574-49b3-bb91-76b7c986428d)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for Key Vault should be enabled,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",1:00:03,0e6763cc-5078-4e64-889d-ff4d9a839047)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for Resource Manager should be enabled,Azure Defender for Resource Manager automatically monitors the resource management operations in your organization. Azure Defender detects threats and alerts you about suspicious activity. Learn more about the capabilities of Azure Defender for Resource Manager at https://aka.ms/defender-for-resource-manager . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,c3d20c29-b36d-48fe-808b-99a87530ad99)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for SQL servers on machines should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,6581d072-105e-4418-827f-bd446d56421b)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",2:00:01,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Azure Defender for Storage should be enabled,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",1:00:03,308fbb08-4ab8-4e67-9b29-592e93fb94fa)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Guest Configuration extension should be installed on your machines,"To ensure secure configurations of in-guest settings of your machine, install the Guest Configuration extension. In-guest settings that the extension monitors include the configuration of the operating system, application configuration or presence, and environment settings. Once installed, in-guest policies will be available such as 'Windows Exploit guard should be enabled'. Learn more at https://aka.ms/gcpol.","AuditIfNotExists, Disabled",1:00:02,ae89ebca-1c92-4898-ac2c-9f63decb045c)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Integrate Audit record analysis,CMA_C1120 - Integrate Audit record analysis,"Manual, Disabled",1:00:00,85335602-93f5-7730-830b-d43426fd51fa)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,This policy audits any Windows/Linux virtual machines (VMs) if the Log Analytics agent is not installed which Security Center uses to monitor for security vulnerabilities and threats,"AuditIfNotExists, Disabled",1:00:00,a4fe33eb-e377-4efb-ab31-0784311bc499)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,Security Center collects data from your Azure virtual machines (VMs) to monitor for security vulnerabilities and threats.,"AuditIfNotExists, Disabled",1:00:00,a3a6ea0c-e018-4933-9ef0-5aaa1501449b)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Microsoft Defender for Containers should be enabled,"Microsoft Defender for Containers provides hardening, vulnerability assessment and run-time protections for your Azure, hybrid, and multi-cloud Kubernetes environments.","AuditIfNotExists, Disabled",1:00:00,1c988dd6-ade4-430f-a608-2a3e5b0a6d38)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Network Watcher should be enabled,"Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","AuditIfNotExists, Disabled",3:00:00,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Azure Data Lake Store should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,057ef27e-665e-4328-8ea3-04b3122bd9fb)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Azure Stream Analytics should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,f9be5368-9bf5-4b84-9e0a-7850da98bb46)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Batch accounts should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,428256e6-1fac-4f48-a757-df34c2b3336d)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Data Lake Analytics should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,c95c74d9-38fe-4f0d-af86-0c7d626a315c)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Event Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,83a214f7-d01a-484b-91a9-ed54470c9a6a)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in IoT Hub should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",3:00:01,383856f8-de7f-44a2-81fc-e5135b5c2aa4)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Key Vault should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,cf820ca0-f99e-4f3e-84fb-66e913812d21)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Logic Apps should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,34f95f76-5386-4de7-b824-0d8478470c9d)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Search services should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,b4330a05-a843-4bc8-bf9a-cacce50c67f4)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Service Bus should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,f8d36e2f-389b-4ee4-898d-21aeb69a0f45)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Resource logs in Virtual Machine Scale Sets should be enabled,It is recommended to enable Logs so that activity trail can be recreated when investigations are required in the event of an incident or a compromise.,"AuditIfNotExists, Disabled",2:01:00,7c1b1214-f927-48bf-8882-84f0af6588b1)
Integrated Analysis of Audit Records,NIST SP 800-53 Rev. 5 AU-6 (5),Shared,Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity,The Guest Configuration extension requires a system assigned managed identity. Azure virtual machines in the scope of this policy will be non-compliant when they have the Guest Configuration extension installed but do not have a system assigned managed identity. Learn more at https://aka.ms/gcpol,"AuditIfNotExists, Disabled",1:00:01,d26f7642-7545-4e18-9b75-8c9bbdee3a9a)
Permitted Actions,NIST SP 800-53 Rev. 5 AU-6 (7),Shared,---,---,---,---,
Permitted Actions,NIST SP 800-53 Rev. 5 AU-6 (7),Shared,Specify permitted actions associated with customer audit information,CMA_C1122 - Specify permitted actions associated with customer audit information,"Manual, Disabled",1:00:00,3eecf628-a1c8-1b48-1b5c-7ca781e97970)
Audit Record Reduction and Report Generation,NIST SP 800-53 Rev. 5 AU-7,Shared,---,---,---,---,
Audit Record Reduction and Report Generation,NIST SP 800-53 Rev. 5 AU-7,Shared,Ensure audit records are not altered,CMA_C1125 - Ensure audit records are not altered,"Manual, Disabled",1:00:00,27ce30dd-3d56-8b54-6144-e26d9a37a541)
Audit Record Reduction and Report Generation,NIST SP 800-53 Rev. 5 AU-7,Shared,"Provide audit review, analysis, and reporting capability","CMA_C1124 - Provide audit review, analysis, and reporting capability","Manual, Disabled",1:00:00,44f8a42d-739f-8030-89a8-4c2d5b3f6af3)
Automatic Processing,NIST SP 800-53 Rev. 5 AU-7 (1),Shared,---,---,---,---,
Automatic Processing,NIST SP 800-53 Rev. 5 AU-7 (1),Shared,Provide capability to process customer-controlled audit records,CMA_C1126 - Provide capability to process customer-controlled audit records,"Manual, Disabled",1:00:00,21633c09-804e-7fcd-78e3-635c6bfe2be7)
Time Stamps,NIST SP 800-53 Rev. 5 AU-8,Shared,---,---,---,---,
Time Stamps,NIST SP 800-53 Rev. 5 AU-8,Shared,Use system clocks for audit records,CMA_0535 - Use system clocks for audit records,"Manual, Disabled",1:00:00,1ee4c7eb-480a-0007-77ff-4ba370776266)
Protection of Audit Information,NIST SP 800-53 Rev. 5 AU-9,Shared,---,---,---,---,
Protection of Audit Information,NIST SP 800-53 Rev. 5 AU-9,Shared,Enable dual or joint authorization,CMA_0226 - Enable dual or joint authorization,"Manual, Disabled",1:00:00,2c843d78-8f64-92b5-6a9b-e8186c0e7eb6)
Protection of Audit Information,NIST SP 800-53 Rev. 5 AU-9,Shared,Protect audit information,CMA_0401 - Protect audit information,"Manual, Disabled",1:00:00,0e696f5a-451f-5c15-5532-044136538491)
Store on Separate Physical Systems or Components,NIST SP 800-53 Rev. 5 AU-9 (2),Shared,---,---,---,---,
Store on Separate Physical Systems or Components,NIST SP 800-53 Rev. 5 AU-9 (2),Shared,Establish backup policies and procedures,CMA_0268 - Establish backup policies and procedures,"Manual, Disabled",1:00:00,4f23967c-a74b-9a09-9dc2-f566f61a87b9)
Cryptographic Protection,NIST SP 800-53 Rev. 5 AU-9 (3),Shared,---,---,---,---,
Cryptographic Protection,NIST SP 800-53 Rev. 5 AU-9 (3),Shared,Maintain integrity of audit system,CMA_C1133 - Maintain integrity of audit system,"Manual, Disabled",1:00:00,c0559109-6a27-a217-6821-5a6d44f92897)
Access by Subset of Privileged Users,NIST SP 800-53 Rev. 5 AU-9 (4),Shared,---,---,---,---,
